900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
900.000,850.000,98.338
899.991,850.278,98.338
899.975,850.737,98.338
899.950,851.484,98.338
899.910,852.671,98.338
899.869,853.890,98.338
899.821,855.319,98.338
899.755,857.301,98.338
899.693,859.135,98.338
899.616,861.412,98.338
899.532,863.917,98.338
899.450,866.353,98.338
899.363,868.950,98.338
899.257,872.120,98.338
899.159,875.030,98.338
899.038,878.617,98.338
898.908,882.488,98.338
898.783,886.213,98.338
898.632,890.690,98.338
898.490,894.937,98.338
898.357,898.894,98.338
898.210,903.244,98.338
898.049,908.052,98.338
897.846,914.093,98.338
897.668,919.392,98.338
897.491,924.639,98.338
897.301,930.300,98.338
897.100,936.280,98.338
896.900,942.243,98.338
896.701,948.147,98.338
896.503,954.038,98.338
896.292,960.314,98.338
896.081,966.614,98.338
895.848,973.534,98.338
895.643,979.625,98.338
895.403,986.772,98.338
895.188,993.171,98.338
894.981,999.337,98.338
894.783,1005.215,98.338
894.587,1011.054,98.338
894.391,1016.875,98.338
894.181,1023.146,98.338
893.983,1029.029,98.338
893.769,1035.399,98.338
893.992,1040.915,98.338
894.811,1047.555,98.338
895.930,1053.416,98.338
897.559,1059.707,98.338
899.647,1066.146,98.338
902.069,1072.477,98.338
904.621,1078.452,98.338
906.957,1083.590,98.338
909.529,1089.048,98.338
912.037,1094.320,98.338
914.639,1099.871,98.338
917.501,1106.227,98.338
919.890,1111.821,98.338
922.632,1117.264,98.338
926.486,1123.794,98.338
930.401,1129.717,98.338
933.638,1134.270,98.338
937.683,1139.562,98.338
942.088,1144.978,98.338
945.903,1149.484,98.338
950.203,1154.393,98.338
954.211,1158.868,98.338
958.182,1163.240,98.338
962.620,1168.079,98.338
967.057,1172.895,98.338
970.860,1177.018,98.338
975.277,1181.810,98.338
979.529,1186.431,98.338
984.197,1191.517,98.338
988.634,1196.360,98.338
993.185,1201.338,98.338
997.930,1206.538,98.338
1002.117,1211.132,98.338
1006.868,1216.352,98.338
1010.988,1220.886,98.338
1015.086,1225.407,98.338
1019.298,1230.068,98.338
1023.109,1234.300,98.338
1027.232,1238.898,98.338
1031.418,1243.581,98.338
1035.698,1248.390,98.338
1039.788,1253.001,98.338
1044.161,1257.946,98.338
1048.103,1262.415,98.338
1052.117,1266.977,98.338
1056.730,1272.232,98.338
1061.445,1277.613,98.338
1065.147,1281.845,98.338
1069.220,1286.507,98.338
